시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
강원도 강릉시 입암동,506-5,506,5,태평양임대,34.722,202111,24,"5,300",2,1998,강변로410번길 31-5,,중개거래,강원 강릉시
강원도 강릉시 입암동,506-5,506,5,태평양임대,34.722,202111,27,"5,200",4,1998,강변로410번길 31-5,,중개거래,강원 강릉시
강원도 강릉시 저동,04월 04일,4,4,경포현대,84.915,202111,6,"34,000",1,1996,경포로463번안길 14,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 교항리,1256,1256,0,교항2주공,39.63,202111,1,"8,300",3,2000,연주로 241-7,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 교항리,1256,1256,0,교항2주공,39.51,202111,8,"8,300",3,2000,연주로 241-7,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 교항리,240-11,240,11,극동,63.18,202111,16,"12,000",13,1991,웃사다리4길 20,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 교항리,486,486,0,대일아트빌라,59.76,202111,25,"7,300",3,1992,매맥이길 34,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 교항리,06월 18일,18,6,동방타워맨션,59.975,202111,20,"8,300",1,1994,매맥이아랫길 24,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 교항리,06월 18일,18,6,동방타워맨션,59.975,202111,22,"8,900",7,1994,매맥이아랫길 24,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 교항리,1261,1261,0,센텀파크디오션(1단지),74.6238,202111,1,"16,700",2,2015,매맥이윗길 15,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 교항리,1261,1261,0,센텀파크디오션(1단지),84.8819,202111,8,"19,150",4,2015,매맥이윗길 15,,직거래,-
강원도 강릉시 주문진읍 교항리,1261,1261,0,센텀파크디오션(1단지),84.8819,202111,10,"20,700",11,2015,매맥이윗길 15,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 교항리,1261,1261,0,센텀파크디오션(1단지),84.8819,202111,12,"19,300",3,2015,매맥이윗길 15,,직거래,-
강원도 강릉시 주문진읍 교항리,1261,1261,0,센텀파크디오션(1단지),84.8819,202111,20,"18,700",3,2015,매맥이윗길 15,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 교항리,1262,1262,0,센텀파크디오션(2단지),84.8819,202111,16,"19,100",5,2015,매맥이윗길 15,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 교항리,Jan-44,44,1,소훈,84.68,202111,11,"10,000",4,1991,매맥이길 14-3,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 교항리,1166-1,1166,1,우신그린피아임대,59.98,202111,9,"7,800",14,1999,보리골길 26,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 교항리,1166-1,1166,1,우신그린피아임대,49.86,202111,18,"6,500",2,1999,보리골길 26,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 교항리,1166-1,1166,1,우신그린피아임대,59.98,202111,18,"7,500",1,1999,보리골길 26,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 교항리,1166-1,1166,1,우신그린피아임대,59.98,202111,18,"7,600",4,1999,보리골길 26,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 교항리,1166-1,1166,1,우신그린피아임대,49.86,202111,22,"6,200",4,1999,보리골길 26,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 교항리,430-1,430,1,유성,49.89,202111,1,"4,400",5,1991,매맥이윗길 12-4,,중개거래,강원 강릉시
강원도 강릉시 주문진읍 주문리,61,61,0,주문진라일플로리스4차,27.902,202111,1,"11,500",11,2017,오리나루2길 25,,중개거래,강원 원주시
강원도 강릉시 주문진읍 주문리,61,61,0,주문진라일플로리스4차,23.662,202111,6,"12,000",13,2017,오리나루2길 25,,중개거래,강원 원주시
강원도 강릉시 주문진읍 주문리,61,61,0,주문진라일플로리스4차,23.662,202111,11,"9,500",9,2017,오리나루2길 25,,직거래,-
강원도 강릉시 주문진읍 주문리,61,61,0,주문진라일플로리스4차,23.662,202111,22,"9,300",2,2017,오리나루2길 25,,중개거래,강원 원주시
강원도 강릉시 주문진읍 주문리,61,61,0,주문진라일플로리스4차,23.662,202111,29,"10,100",13,2017,오리나루2길 25,,중개거래,강원 원주시
강원도 강릉시 주문진읍 주문리,1585,1585,0,케이티레파트더블루힐,59.33,202111,8,"8,500",2,2007,주문북로 147-32,,중개거래,서울 중랑구
강원도 강릉시 지변동,334,334,0,덕원임대,33.471,202111,5,"5,200",10,1998,죽헌길85번길 25,,중개거래,강원 강릉시
강원도 강릉시 지변동,334,334,0,덕원임대,52.176,202111,29,"7,950",5,1998,죽헌길85번길 25,,중개거래,강원 강릉시
강원도 강릉시 초당동,149-1,149,1,동부,84.98,202111,15,"20,000",11,1997,연당길 75,,중개거래,강원 강릉시
강원도 강릉시 초당동,149-1,149,1,동부,84.98,202111,19,"23,000",2,1997,연당길 75,,중개거래,강원 강릉시
강원도 강릉시 초당동,143,143,0,우성,84.77,202111,6,"24,000",7,1997,연당길 67-15,,중개거래,강원 강릉시
강원도 강릉시 초당동,143,143,0,우성,84.77,202111,14,"21,900",2,1997,연당길 67-15,,중개거래,강원 강릉시
강원도 강릉시 초당동,135-18,135,18,이화해변(A동),35.7,202111,20,"7,700",3,1988,초당원길 21,,중개거래,강원 강릉시
강원도 강릉시 초당동,182-2,182,2,초당유화1,49.815,202111,27,"15,000",3,1993,연당길 94-3,,중개거래,강원 강릉시
강원도 강릉시 포남동,1183-4,1183,4,강릉7(1183-4),81.28,202111,12,"19,800",8,1990,경강로2301번길 22,,중개거래,강원 강릉시
강원도 강릉시 포남동,1005-252,1005,252,강릉임대,57.3,202111,7,"9,350",3,1986,경강로2246번길 8,,중개거래,강원 강릉시
강원도 강릉시 포남동,1005-252,1005,252,강릉임대,57.3,202111,26,"8,000",5,1986,경강로2246번길 8,,중개거래,강원 강릉시
강원도 강릉시 포남동,1005-249,1005,249,강부1,55.41,202111,2,"6,500",1,1987,경강로2256번길 8,,직거래,-
강원도 강릉시 포남동,422-3,422,3,대인4,82.29,202111,26,"15,000",3,1995,강릉대로469번길 14,,직거래,-
강원도 강릉시 포남동,1104-6,1104,6,대일,59.4,202111,11,"8,000",5,1985,성덕포남로213번길 4,,중개거래,강원 강릉시
강원도 강릉시 포남동,1068-2,1068,2,백조,55.59,202111,23,"11,000",1,1984,보래미하길53번길 9,,중개거래,강원 강릉시
강원도 강릉시 포남동,1091-1,1091,1,삼일,54.81,202111,6,"9,200",2,1986,가작로259번길 8-3,,중개거래,강원 강릉시
강원도 강릉시 포남동,1064,1064,0,삼호임대,32.04,202111,13,"8,000",1,1988,강릉대로457번길 38,,중개거래,강원 강릉시
강원도 강릉시 포남동,1064,1064,0,삼호임대,44.28,202111,15,"12,700",2,1988,강릉대로457번길 38,,직거래,-
강원도 강릉시 포남동,1110-9,1110,9,서일임대,23.76,202111,2,"3,000",1,1986,강릉대로359번길 11-17,,직거래,-
강원도 강릉시 포남동,1293-1,1293,1,일송,59.135,202111,1,"15,700",3,1995,하평3길 37,,중개거래,강원 강릉시
강원도 강릉시 포남동,1293-2,1293,2,청송,84.42,202111,4,"25,500",3,1994,하평길 41,,중개거래,강원 강릉시
강원도 강릉시 포남동,1065,1065,0,포남1주공,42.55,202111,15,"14,900",1,1981,보래미상길 65,,중개거래,강원 강릉시
강원도 강릉시 포남동,1065,1065,0,포남1주공,41.98,202111,17,"17,500",2,1981,보래미상길 65,,중개거래,강원 강릉시
강원도 강릉시 포남동,1200,1200,0,포남2주공,39.3,202111,1,"14,450",1,1989,산양큰길 37,,중개거래,강원 강릉시
강원도 강릉시 포남동,1200,1200,0,포남2주공,39.3,202111,20,"13,700",4,1989,산양큰길 37,,중개거래,강원 강릉시
강원도 강릉시 홍제동,1007,1007,0,강릉홍제힐스테이트,127.802,202111,8,"39,800",2,2007,토성로 39,,중개거래,강원 강릉시
강원도 강릉시 홍제동,1007,1007,0,강릉홍제힐스테이트,84.961,202111,29,"35,500",5,2007,토성로 39,20211130,직거래,-
강원도 강릉시 홍제동,1007,1007,0,강릉홍제힐스테이트,84.961,202111,29,"35,500",5,2007,토성로 39,,직거래,-
강원도 강릉시 홍제동,1044,1044,0,엘에이치미디어촌6단지,59.78,202111,1,"37,500",9,2018,선수촌로 10,,중개거래,강원 강릉시
강원도 강릉시 홍제동,1044,1044,0,엘에이치미디어촌6단지,59.98,202111,11,"38,800",16,2018,선수촌로 10,,중개거래,강원 강릉시
강원도 강릉시 홍제동,1044,1044,0,엘에이치미디어촌6단지,59.98,202111,18,"38,000",21,2018,선수촌로 10,,중개거래,강원 강릉시
강원도 강릉시 홍제동,1044,1044,0,엘에이치미디어촌6단지,59.95,202111,25,"38,800",17,2018,선수촌로 10,,중개거래,강원 강릉시
강원도 강릉시 홍제동,122,122,0,우산,50.445,202111,27,"9,200",9,1997,토성로 51,,중개거래,강원 강릉시
강원도 강릉시 홍제동,1055,1055,0,홍제한신휴플러스,84.97,202111,4,"39,100",14,2015,토성로 56,20211117,중개거래,강원 강릉시
강원도 강릉시 홍제동,1055,1055,0,홍제한신휴플러스,84.97,202111,4,"39,100",14,2015,토성로 56,,중개거래,강원 강릉시
강원도 강릉시 회산동,608,608,0,강릉서희스타힐스리버파크,84.8956,202111,3,"29,500",2,2017,회산로 344,,중개거래,강원 강릉시
강원도 강릉시 회산동,608,608,0,강릉서희스타힐스리버파크,59.928,202111,4,"27,800",12,2017,회산로 344,,중개거래,강원 강릉시
강원도 강릉시 회산동,608,608,0,강릉서희스타힐스리버파크,59.928,202111,12,"27,700",9,2017,회산로 344,,중개거래,강원 강릉시
강원도 강릉시 회산동,608,608,0,강릉서희스타힐스리버파크,59.928,202111,13,"25,500",2,2017,회산로 344,,중개거래,강원 강릉시
강원도 강릉시 회산동,608,608,0,강릉서희스타힐스리버파크,84.8956,202111,15,"34,500",3,2017,회산로 344,,중개거래,강원 강릉시
강원도 강릉시 회산동,608,608,0,강릉서희스타힐스리버파크,84.8956,202111,18,"32,700",2,2017,회산로 344,,중개거래,강원 강릉시
강원도 강릉시 회산동,608,608,0,강릉서희스타힐스리버파크,84.8956,202111,19,"32,800",11,2017,회산로 344,,중개거래,강원 강릉시
강원도 강릉시 회산동,608,608,0,강릉서희스타힐스리버파크,84.8956,202111,20,"36,500",3,2017,회산로 344,,중개거래,강원 강릉시
강원도 강릉시 회산동,608,608,0,강릉서희스타힐스리버파크,84.8956,202111,27,"33,200",1,2017,회산로 344,,중개거래,강원 강릉시
강원도 강릉시 회산동,608,608,0,강릉서희스타힐스리버파크,84.8956,202111,28,"37,000",19,2017,회산로 344,,중개거래,강원 강릉시
강원도 강릉시 회산동,610,610,0,강릉회산한신더휴,84.8863,202111,11,"42,500",11,2019,회산로 313,,중개거래,강원 강릉시
강원도 강릉시 회산동,130,130,0,힐스테이트강릉,84.9925,202111,8,"38,200",2,2018,회산로383번길 37,,중개거래,강원 강릉시
강원도 강릉시 회산동,130,130,0,힐스테이트강릉,59.9893,202111,10,"31,400",12,2018,회산로383번길 37,,중개거래,강원 강릉시
강원도 강릉시 회산동,130,130,0,힐스테이트강릉,84.9925,202111,14,"43,000",8,2018,회산로383번길 37,,중개거래,강원 강릉시
강원도 강릉시 회산동,130,130,0,힐스테이트강릉,59.9893,202111,26,"31,000",4,2018,회산로383번길 37,,중개거래,강원 강릉시
강원도 고성군 간성읍 상리,483-1,483,1,간성대명,59.4,202111,12,"9,000",11,1998,수성로 126-5,,중개거래,강원 고성군
강원도 고성군 간성읍 상리,483-1,483,1,간성대명,39.6,202111,19,"5,950",9,1998,수성로 126-5,,중개거래,강원 고성군
강원도 고성군 간성읍 상리,483-1,483,1,간성대명,39.6,202111,25,"4,450",1,1998,수성로 126-5,,직거래,-
강원도 고성군 간성읍 신안리,111,111,0,고성삼익레스타운,59.68,202111,5,"11,900",7,1998,남천마루2길 6,,중개거래,강원 고성군
강원도 고성군 간성읍 신안리,111,111,0,고성삼익레스타운,39.36,202111,7,"6,775",3,1998,남천마루2길 6,,중개거래,강원 고성군
강원도 고성군 간성읍 신안리,111,111,0,고성삼익레스타운,84.92,202111,23,"13,800",14,1998,남천마루2길 6,,중개거래,강원 속초시
강원도 고성군 간성읍 신안리,111,111,0,고성삼익레스타운,59.68,202111,28,"12,000",8,1998,남천마루2길 6,,중개거래,강원 고성군
강원도 고성군 간성읍 신안리,183,183,0,동해1,59.29,202111,14,"5,500",5,1989,간성로39번길 23,,중개거래,강원 고성군
강원도 고성군 간성읍 신안리,183,183,0,동해1,53.6,202111,24,"6,500",4,1989,간성로39번길 23,,중개거래,강원 고성군
강원도 고성군 거진읍 거진리,428-5,428,5,동진,58.26,202111,24,"6,500",4,1989,거탄진로 21,,직거래,-
강원도 고성군 거진읍 송포리,165,165,0,거진오션상떼빌,70.64,202111,25,"21,000",3,2006,해오름해변길 70,,직거래,-
강원도 고성군 토성면 청간리,217,217,0,유진클래시움,49.8,202111,12,"10,400",1,2006,아야진해변길 1,,직거래,-
강원도 고성군 토성면 청간리,217,217,0,유진클래시움,59.52,202111,13,"17,000",3,2006,아야진해변길 1,,중개거래,강원 속초시
강원도 고성군 토성면 청간리,217,217,0,유진클래시움,37.65,202111,25,"15,000",6,2006,아야진해변길 1,,중개거래,강원 속초시
강원도 동해시 구미동,521,521,0,현진,59.8,202111,17,"5,800",8,1995,구미4길 1,,직거래,-
강원도 동해시 단봉동,1,1,0,성협3차,84.05,202111,26,"7,300",3,1991,선돌길 17,,중개거래,강원 동해시
강원도 동해시 단봉동,04월 24일,24,4,성협5차,59.98,202111,19,"4,200",4,1998,단봉길 16,,중개거래,강원 동해시
강원도 동해시 동회동,442,442,0,"대동1,2차",59.97,202111,25,"8,700",6,1995,청운1길 29,,직거래,-
강원도 동해시 동회동,442,442,0,"대동1,2차",84.5525,202111,27,"13,000",9,1995,청운1길 29,,중개거래,강원 동해시
강원도 동해시 동회동,442,442,0,"대동1,2차",73.4675,202111,27,"11,200",5,1995,청운1길 29,,중개거래,강원 동해시
강원도 동해시 동회동,442,442,0,"대동1,2차",73.4675,202111,27,"10,500",9,1995,청운1길 29,,중개거래,강원 동해시
강원도 동해시 동회동,442,442,0,대동3차,73.4675,202111,6,"13,250",13,1996,청운1길 29,,중개거래,강원 동해시
강원도 동해시 동회동,442,442,0,대동3차,84.5525,202111,9,"12,300",9,1996,청운1길 29,,중개거래,강원 동해시
강원도 동해시 동회동,442,442,0,대동3차,45,202111,23,"6,200",7,1996,청운1길 29,,중개거래,강원 동해시
강원도 동해시 동회동,442,442,0,대동3차,73.4675,202111,30,"8,000",14,1996,청운1길 29,20211130,직거래,-
강원도 동해시 동회동,451,451,0,북삼하우스디아파트,84.9625,202111,1,"29,300",5,2018,효자남길 33-20,,중개거래,강원 동해시
강원도 동해시 동회동,442,442,0,현대4차,59.3575,202111,4,"9,800",6,1998,청운1길 29,,중개거래,강원 동해시
강원도 동해시 동회동,442,442,0,현대4차,59.3575,202111,8,"9,300",9,1998,청운1길 29,,중개거래,강원 동해시
강원도 동해시 동회동,442,442,0,현대4차,73.4675,202111,8,"12,000",4,1998,청운1길 29,,중개거래,강원 동해시
강원도 동해시 동회동,442,442,0,현대5차,134.783,202111,13,"21,000",13,1999,청운1길 29,,중개거래,강원 동해시
강원도 동해시 동회동,442,442,0,현대5차,77.7562,202111,17,"14,200",8,1999,청운1길 29,,중개거래,강원 동해시
강원도 동해시 동회동,442,442,0,현대5차,77.7562,202111,22,"15,000",1,1999,청운1길 29,,중개거래,강원 동해시
강원도 동해시 동회동,90,90,0,협성1차,59.6,202111,6,"6,100",4,1995,효자남길 10,,중개거래,강원 동해시
강원도 동해시 동회동,86,86,0,협성2차,33.2,202111,15,"3,900",2,1999,효자남길 8-7,,중개거래,강원 동해시
강원도 동해시 발한동,233-67,233,67,강경,57.52,202111,6,"4,700",4,1991,지리골길 36,,중개거래,강원 동해시
강원도 동해시 발한동,233-67,233,67,강경,46.54,202111,7,"4,100",1,1991,지리골길 36,,중개거래,강원 동해시
강원도 동해시 발한동,233-67,233,67,강경,46.54,202111,11,"3,500",4,1991,지리골길 36,,중개거래,강원 동해시
강원도 동해시 발한동,233-67,233,67,강경,57.52,202111,12,"5,700",4,1991,지리골길 36,,중개거래,강원 동해시
강원도 동해시 발한동,233-67,233,67,강경,46.54,202111,22,"3,400",5,1991,지리골길 36,,중개거래,강원 동해시
강원도 동해시 발한동,233-67,233,67,강경,46.54,202111,25,"3,500",6,1991,지리골길 36,,중개거래,강원 동해시
